district_id,district,street_type,street_details,location,location_id,green_area_ZV_road_trees_AV,specie,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Riscos de Polanco,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,San Juan de Ortega,,AV,Liquidambar styraciflua,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,,Santo Domingo de la Calzada,,AV,Melia azedarach,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,,Santo Domingo de la Calzada,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Sierra de Atapuerca,,AV,Pyrus calleryana 'Chanticlear',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Sinesio Delgado (Fuencarral-El Pardo),,AV,Acer pseudoplatanus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Sinesio Delgado (Fuencarral-El Pardo),,AV,Catalpa bignonioides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Sinesio Delgado (Fuencarral-El Pardo),,AV,Celtis australis,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Sinesio Delgado (Fuencarral-El Pardo),,AV,Prunus cerasifera pissardii,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Sinesio Delgado (Fuencarral-El Pardo),,AV,Sophora japonica,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Paseo,,Vaguada,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Paseo,,Vaguada,,AV,Zelkova serrata,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Valcarlos,,AV,Acer pseudoplatanus,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Valcarlos,,AV,Pyrus calleryana 'Chanticlear',3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Valle de la Jarosa,,AV,Catalpa bignonioides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Valle de Pinares Llanos,,AV,Melia azedarach,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Polígono,,10 V.V. Vertedero,,ZV,Prunus cerasifera pissardii,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Alcazaba,,ZV,Fraxinus angustifolia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Alcazaba,,ZV,Prunus cerasifera pissardii,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Glorieta,,AVC Las Tablas junto Santo Domingo de la Calzada 1,,ZV,Celtis australis,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Glorieta,,AVC Las Tablas junto Santo Domingo de la Calzada 1,,ZV,Fraxinus angustifolia,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Glorieta,,AVC Las Tablas junto Santo Domingo de la Calzada 1,,ZV,Koelreuteria paniculata,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Glorieta,,AVC Las Tablas junto Santo Domingo de la Calzada 1,,ZV,Liquidambar styraciflua,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Glorieta,,AVC Las Tablas junto Santo Domingo de la Calzada 1,,ZV,Pyrus calleryana 'Chanticlear',10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Glorieta,,AVC Las Tablas junto Santo Domingo de la Calzada 1,,ZV,Zelkova serrata,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,,Cardenal Herrera Oria (Poblado A),122-128,ZV,Acer campestre 'Elsrijk',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Centro Cultural La Vaguada,,ZV,Cupressus sempervirens 'Stricta',3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Centro Cultural La Vaguada,,ZV,Morus alba 'Fruitless',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Estación Metro Montecarmelo,,ZV,Cercis siliquastrum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Estación Metro Montecarmelo,,ZV,Ginkgo biloba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Estación Metro Montecarmelo,,ZV,Liquidambar styraciflua,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Estación Metro Montecarmelo,,ZV,Malus sp,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,de la,Ilustración,,ZV,Platanus x hybrida,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,de la,Ilustración,,ZV,Pyrus calleryana 'Chanticlear',4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,de la,Ilustración,,ZV,Tilia platyphyllos,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Interiores Barrio El Pilar A,,ZV,Acer freemanii 'Autumn Blaze',4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Interiores Barrio El Pilar A,,ZV,Albizia julibrissin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Interiores Barrio El Pilar A,,ZV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Interiores Barrio El Pilar A,,ZV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Colonia,,Lacoma,,ZV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Lacoma (E.D. 8-4),,ZV,Fraxinus ornus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Lacoma (E.D. 8-4),,ZV,Koelreuteria paniculata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Colonia,,Lacoma (zona ajardinada),,ZV,Acer monspessulanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-10,,ZV,Parrotia persica,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-11,,ZV,Malus sp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-12,,ZV,Cedrus deodara,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-13,,ZV,Pyrus calleryana 'Chanticlear',3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-14,,ZV,Liquidambar styraciflua,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-15,,ZV,Cercis siliquastrum,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-16,,ZV,Ginkgo biloba,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-7,,ZV,Platanus x hybrida,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-8,,ZV,Sophora japonica,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Las Tablas V-9,,ZV,Prunus cerasifera pissardii,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Los Tres Olivos (Afueras a Valverde 54),,ZV,Celtis australis,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Monasterio de Silos,21,ZV,Albizia julibrissin,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Monasterio de Silos,21,ZV,Celtis australis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Monasterio de Silos,21,ZV,Ginkgo biloba,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Monasterio de Silos,21,ZV,Liriodendron tulipifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Monasterio de Silos,21,ZV,Zelkova serrata,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Avenida,,Monforte de Lemos I,,ZV,Liriodendron tulipifera,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Montecarmelo (área infantil en zona forestal) junto Monasterio del Paular 136,,ZV,Fraxinus angustifolia,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 10,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 11,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 12,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 13,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 14,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 15,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 16,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 6,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 7,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 8,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Montecarmelo Calle 9,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Norte Carmen Tagle,,ZV,Acer monspessulanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Norte Carmen Tagle,,ZV,Albizia julibrissin,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Norte Carmen Tagle,,ZV,Robinia hispida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Norte Carmen Tagle,,ZV,Salix babylonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Bulevar,,Peña Horcajo,,ZV,Platanus x hybrida,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Peñagrande Zona 4-2,,ZV,Liquidambar styraciflua,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,,,Peñagrande Zona 4-2,,ZV,Sophora japonica,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Ramón Gómez de la Serna,,ZV,Fraxinus angustifolia,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,PAR,,Ramón Gómez de la Serna,,ZV,Pyrus calleryana 'Chanticlear',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Calle,,Ribadavia - Puentedeume A,,ZV,Cupressus sempervirens 'Stricta',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Santa Ana (zona forestal),,ZV,Koelreuteria paniculata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Santa Ana (zona forestal),,ZV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Supermanzana 7,,ZV,Liquidambar styraciflua,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Supermanzana 8,,ZV,Prunus cerasifera pissardii,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Paseo,,Tierra de Mélide (zona ajardinada),,ZV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Vaguada,,ZV,Aesculus x carnea,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Vaguada,,ZV,Betula alba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Vaguada,,ZV,Liquidambar styraciflua,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Vaguada,,ZV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,de la,Vaguada,,ZV,Pyrus calleryana 'Chanticlear',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Valle de Enmedio y alrededores,,ZV,Cedrus atlantica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Parque,,Valle de Enmedio y alrededores,,ZV,Platanus x hybrida,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Plaza,,Valle de la Jarosa,,ZV,Fraxinus ornus,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Fuencarral-El Pardo,Polígono,,Z (Pip),,ZV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Ajenjo,,AV,Hibiscus syriacus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Almansa (Moncloa-Aravaca),,AV,Cupressus sempervirens 'Stricta',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Almansa (Moncloa-Aravaca),,AV,Platanus x hybrida,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Almanzora,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Altamirano,5,AV,Fraxinus angustifolia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Ana Teresa,,AV,Acer freemanii 'Autumn Blaze',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Ana Teresa,,AV,Hibiscus syriacus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Paseo,,Aniceto Marinas (arbolado),,AV,Koelreuteria paniculata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Antonio Machado (Moncloa-Aravaca),,AV,Platanus x hybrida,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Antonio Sanfiz,,AV,Acer monspessulanum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Aramunt,,AV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Aranzueque,,AV,Celtis australis,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Arjona,,AV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Arroyo de Pozuelo,,AV,Acer platanoides,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,,,Arroyo Pozuelo (arbolado de alineación),,AV,Acer monspessulanum,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,,,Arroyo Pozuelo (arbolado de alineación),,AV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Artesa de Segre,,AV,Hibiscus syriacus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Baja de la Iglesia,,AV,Acer freemanii 'Autumn Blaze',3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Bardegueral,,AV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Bardegueral,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Bardegueral,,AV,Tilia cordata,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Camino,del,Barrial,,AV,Photinia fraserii,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Batalla de Garellano,,AV,Acer freemanii 'Autumn Blaze',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Beatriz de Bobadilla,,AV,Acer freemanii 'Autumn Blaze',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Benito Gutiérrez,2,AV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Berenisa,,AV,Callistemon citrinus 'Captain Cook',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Blanca de Castilla,,AV,Acer pseudoplatanus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Buen Suceso,3,AV,Prunus avium,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Buho,,AV,Callistemon citrinus 'Captain Cook',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Cabellera de Berenice,,AV,Acer monspessulanum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Cabellera de Berenice,,AV,Acer platanoides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Cadarso,15,AV,Acer diabolicum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Cántaro,,AV,Hibiscus syriacus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Carlos Gardel,,AV,Carpinus betulus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Carril de los Caleros,,AV,Carpinus betulus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Centauro,,AV,Tilia cordata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Cercis,,AV,Cercis siliquastrum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Darío Aparicio,,AV,Aesculus hippocastanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Doctor Balmis,,AV,Carpinus betulus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Avenida,,Doctor Federico Rubio y Galí (Moncloa-Aravaca),,AV,Fraxinus angustifolia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,,,Doctor José Eugenio Olavide,,AV,Carpinus betulus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Emerenciana Zurilla,,AV,Cercis siliquastrum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Paseo,,Ermita,,AV,Acer freemanii 'Autumn Blaze',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Paseo,,Ermita,,AV,Carpinus betulus 'Fastigiata',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Escultor Peresejo,,AV,Acer freemanii 'Autumn Blaze',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Evangelina Sobredo Galanes,,AV,Liriodendron tulipifera,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Federico Agustí,,AV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Federico Agustí,,AV,Prunus serrulata 'Kanzan',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Fernando Vizcaíno Casas,,AV,Carpinus betulus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Ferraz,100,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Paseo,de la,Florida,,AV,Fraxinus angustifolia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Paseo,de la,Florida,,AV,Sophora japonica,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Formigal,,AV,Aesculus hippocastanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Francisco Lozano,18,AV,Ligustrum japonicum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Francos Rodríguez (Moncloa-Aravaca),,AV,Fraxinus ornus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,calle,,Ganímedes,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,General Cadenas Campos,,AV,Acer saccharinum,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Golondrina,,AV,Acer pseudoplatanus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Guisando,,AV,Acer freemanii 'Autumn Blaze',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Isaac Peral (Moncloa-Aravaca),,AV,Sophora japonica,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Isla de Nelson,,AV,Cercis siliquastrum,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Jarro,,AV,Hibiscus syriacus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Avenida,,Juan Andrés (Moncloa-Aravaca),,AV,Acer platanoides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,Juan Montalvo,,AV,Koelreuteria paniculata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Paseo,,Juan XXIII (Moncloa-Aravaca),,AV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,Moncloa - Aravaca,Calle,,La Salle,,AV,Acer freemanii 'Autumn Blaze',4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
