station,rainfall,longitude,latitude
24,201.690188172043,-3.7473445,40.419357700000006
54,212.53240527393757,-3.6121394000000002,40.37301179999999
59,194.9333512780918,-3.6163407,40.4607255
102,208.0476254480287,-3.63563705,40.39979278
103,211.05152329749103,-3.70952476,40.3506278
104,181.4325652841782,-3.679722,40.3658333
106,197.3785906298003,-3.74,40.442221999999994
107,203.26791011176442,-3.6566669999999997,40.462778
108,197.73208525345623,-3.7178809999999998,40.476633299999996
